nuts3,year,yield_tha
FI193,2023,11.346567538352925
FI194,2018,
FI194,2019,7.186614984242071
FI194,2020,10.305474833348715
FI194,2021,5.813494574256584
FI194,2022,10.494550361337078
FI194,2023,12.482170120689675
FI195,2018,
FI195,2019,7.571196733851961
FI195,2020,9.818228664738657
FI195,2021,6.477265818659244
FI195,2022,10.24296121212497
FI195,2023,12.420199020173746
FI196,2018,
FI196,2019,9.58291003808078
FI196,2020,10.99635819597399
FI196,2021,8.253488017364685
FI196,2022,11.679713423692737
FI196,2023,13.762505145290282
FI197,2018,
FI197,2019,9.224247180123989
FI197,2020,12.168696308783824
FI197,2021,6.673322398800434
FI197,2022,10.964970811857357
FI197,2023,12.481811715940712
FI1B1,2018,
FI1B1,2019,9.232482180079634
FI1B1,2020,10.944785504841162
FI1B1,2021,8.687165320358053
FI1B1,2022,6.674173650553932
FI1B1,2023,11.587296577233483
FI1C1,2018,
FI1C1,2019,10.883791964930515
FI1C1,2020,10.284362493471258
FI1C1,2021,7.258457840621596
FI1C1,2022,8.730254358723842
FI1C1,2023,11.39620221108761
FI1C2,2018,
FI1C2,2019,9.789387131962762
FI1C2,2020,11.321787873831564
FI1C2,2021,9.3716761475184
FI1C2,2022,9.189361980508842
FI1C2,2023,11.601683027451998
FI1C3,2018,
FI1C3,2019,9.768247034973312
FI1C3,2020,12.792842933090636
FI1C3,2021,9.503470336944781
FI1C3,2022,9.281814926186403
FI1C3,2023,10.977501320067446
FI1C4,2018,
FI1C4,2019,8.138068730231634
FI1C4,2020,11.881570889375471
FI1C4,2021,6.572434753901858
FI1C4,2022,5.0860768111885335
FI1C4,2023,12.464414774289944
FI1C5,2018,
FI1C5,2019,9.94809498586896
FI1C5,2020,14.096715676058059
FI1C5,2021,3.779045797200596
FI1C5,2022,7.62880837018296
FI1C5,2023,13.931758681769594
FI1D1,2018,
FI1D1,2019,7.877121706601947
FI1D1,2020,12.029161875754706
FI1D1,2021,7.983431413037457
FI1D1,2022,10.980867811636365
FI1D1,2023,12.920336990485971
FI1D2,2018,
FI1D2,2019,7.440004381794222
FI1D2,2020,11.422535344145773
FI1D2,2021,7.91092235055594
FI1D2,2022,11.038908517334221
FI1D2,2023,12.571104040130372
FI1D3,2018,
FI1D3,2019,9.79086408989014
FI1D3,2020,12.576360309742777
FI1D3,2021,6.3882575952276115
FI1D3,2022,11.903209740495326
FI1D3,2023,12.482575186728788
FI1D5,2018,
FI1D5,2019,5.230833975209684
FI1D5,2020,8.984881180185969
FI1D5,2021,4.917944392121225
FI1D5,2022,10.995231525124503
FI1D5,2023,11.35572724739662
FI1D7,2018,
FI1D7,2019,0.9416121333518457
FI1D7,2020,3.249223618315168
FI1D7,2021,3.399410050894983
FI1D7,2022,4.893962592856678
FI1D7,2023,3.9489304848486952
FI200,2018,
FI200,2019,9.272681449757636
FI200,2020,6.679981862482615
FI200,2021,4.188765870309406
FI200,2022,5.07483742799659
FI200,2023,10.462684671180021
HR031,2018,
HR031,2019,12.044305635478974
HR031,2020,15.872260898780448
HR031,2021,11.038190864024713
HR031,2022,4.29249336743954
HR031,2023,11.932335893943971
HR032,2018,
HR032,2019,14.831624483490103
HR032,2020,11.533204159056448
HR032,2021,8.711194840508695
HR032,2022,11.088909012435222
HR032,2023,16.02798772786161
HR033,2018,
HR033,2019,5.528372250232298
HR033,2020,7.546032892003317
HR033,2021,1.9398555347053499
HR033,2022,2.899697826478061
HR033,2023,6.563371878800685
HR034,2018,
HR034,2019,6.6829492257556895
HR034,2020,7.886336662374526
HR034,2021,1.4904000106793147
HR034,2022,1.2456918972211926
HR034,2023,7.339441049653278
HR035,2018,
HR035,2019,6.913899141442052
HR035,2020,8.782198058089689
HR035,2021,1.9415124449785928
HR035,2022,1.6556922270856393
HR035,2023,8.20943609249045
HR036,2018,
HR036,2019,5.7736977284213005
HR036,2020,12.04875737802407
HR036,2021,6.011314606553608
HR036,2022,2.250075866625536
HR036,2023,8.826138096028041
HR037,2018,
HR037,2019,13.80320951313779
HR037,2020,13.777480981115874
HR037,2021,5.359198960931315
HR037,2022,4.273534708551335
HR037,2023,12.03095662828189
ITC13,2018,
ITC13,2019,15.871125578307852
ITC13,2020,19.65593581088096
ITC13,2021,16.480578876932466
ITC13,2022,14.832258737971
ITC13,2023,18.67221586894284
ITC14,2018,
ITC14,2019,15.088530904056208
ITC14,2020,12.765210010741722
